weight	degeneracy	user	system	elapsed	maxDurationExceeded	nvars	method
21 NA 0.109999999999985 0 0.110000000000014 FALSE 56 "mip"
22 NA 0.140000000000015 0 0.139999999999986 FALSE 56 "mip"
23 NA 0.119999999999976 0 0.120000000000005 FALSE 56 "mip"
24 NA 0.150000000000006 0 0.140000000000015 FALSE 56 "mip"
25 NA 0.140000000000015 0 0.139999999999986 FALSE 56 "mip"
26 NA 0.159999999999997 0 0.150000000000006 FALSE 56 "mip"
27 NA 0.140000000000015 0 0.150000000000006 FALSE 56 "mip"
28 NA 0.169999999999987 0 0.169999999999987 FALSE 56 "mip"
29 NA 0.159999999999997 0 0.150000000000006 FALSE 56 "mip"
30 NA 0.160000000000025 0 0.170000000000016 FALSE 56 "mip"
31 NA 0.169999999999987 0 0.169999999999987 FALSE 56 "mip"
32 NA 0.22999999999999 0 0.240000000000009 FALSE 56 "mip"
33 NA 0.280000000000001 0 0.280000000000001 FALSE 56 "mip"
34 NA 0.210000000000008 0 0.199999999999989 FALSE 56 "mip"
35 NA 0.219999999999999 0 0.219999999999999 FALSE 56 "mip"
36 NA 0.25 0 0.25 FALSE 56 "mip"
37 NA 0.260000000000019 0 0.269999999999982 FALSE 56 "mip"
38 NA 0.269999999999982 0 0.260000000000019 FALSE 56 "mip"
39 NA 0.27000000000001 0 0.269999999999982 FALSE 56 "mip"
40 NA 0.259999999999991 0 0.260000000000019 FALSE 56 "mip"
41 NA 0.310000000000002 0 0.319999999999993 FALSE 56 "mip"
42 NA 0.349999999999994 0 0.340000000000003 FALSE 56 "mip"
43 NA 0.310000000000002 0 0.310000000000002 FALSE 56 "mip"
44 NA 0.340000000000003 0 0.340000000000003 FALSE 56 "mip"
45 NA 0.360000000000014 0 0.359999999999985 FALSE 56 "mip"
46 NA 0.370000000000005 0 0.370000000000005 FALSE 56 "mip"
47 NA 0.390000000000015 0 0.389999999999986 FALSE 56 "mip"
48 NA 0.449999999999989 0 0.460000000000008 FALSE 56 "mip"
49 NA 0.450000000000017 0 0.449999999999989 FALSE 56 "mip"
50 NA 0.45999999999998 0 0.450000000000017 FALSE 56 "mip"
51 NA 0.530000000000001 0 0.529999999999973 FALSE 56 "mip"
52 NA 0.539999999999992 0 0.550000000000011 FALSE 56 "mip"
53 NA 0.560000000000002 0 0.560000000000002 FALSE 56 "mip"
54 NA 0.52000000000001 0 0.530000000000001 FALSE 56 "mip"
55 NA 0.560000000000002 0 0.560000000000002 FALSE 56 "mip"
55 NA 0.590000000000003 0 0.590000000000003 FALSE 56 "mip"
1 NA 0.0300000000000011 0 0.0300000000000011 FALSE 57 "mip"
2 NA 0.00999999999999091 0.02 0.0300000000000011 FALSE 57 "mip"
3 NA 0.0300000000000011 0 0.039999999999992 FALSE 57 "mip"
4 NA 0.0500000000000114 0 0.0400000000000205 FALSE 57 "mip"
5 NA 0.039999999999992 0 0.0499999999999829 FALSE 57 "mip"
6 NA 0.0699999999999932 0 0.0600000000000023 FALSE 57 "mip"
7 NA 0.039999999999992 0 0.0500000000000114 FALSE 57 "mip"
8 NA 0.0800000000000125 0 0.0800000000000125 FALSE 57 "mip"
9 NA 0.0799999999999841 0 0.0799999999999841 FALSE 57 "mip"
10 NA 0.0699999999999932 0.02 0.0900000000000034 FALSE 57 "mip"
11 NA 0.0800000000000125 0 0.0800000000000125 FALSE 57 "mip"
12 NA 0.0999999999999943 0 0.0999999999999943 FALSE 57 "mip"
13 NA 0.0999999999999943 0 0.0999999999999943 FALSE 57 "mip"
14 NA 0.0600000000000023 0 0.0600000000000023 FALSE 57 "mip"
15 NA 0.0799999999999841 0 0.0799999999999841 FALSE 57 "mip"
16 NA 0.110000000000014 0 0.110000000000014 FALSE 57 "mip"
17 NA 0.0900000000000034 0 0.0900000000000034 FALSE 57 "mip"
18 NA 0.0799999999999841 0 0.0799999999999841 FALSE 57 "mip"
19 NA 0.110000000000014 0 0.110000000000014 FALSE 57 "mip"
20 NA 0.0900000000000034 0 0.0900000000000034 FALSE 57 "mip"
21 NA 0.129999999999995 0 0.129999999999995 FALSE 57 "mip"
22 NA 0.139999999999986 0 0.139999999999986 FALSE 57 "mip"
23 NA 0.160000000000025 0 0.159999999999997 FALSE 57 "mip"
24 NA 0.119999999999976 0 0.120000000000005 FALSE 57 "mip"
25 NA 0.159999999999997 0 0.159999999999997 FALSE 57 "mip"
26 NA 0.140000000000015 0 0.140000000000015 FALSE 57 "mip"
27 NA 0.139999999999986 0 0.139999999999986 FALSE 57 "mip"
28 NA 0.170000000000016 0 0.170000000000016 FALSE 57 "mip"
29 NA 0.189999999999998 0 0.189999999999998 FALSE 57 "mip"
30 NA 0.210000000000008 0 0.210000000000008 FALSE 57 "mip"
31 NA 0.179999999999978 0 0.179999999999978 FALSE 57 "mip"
32 NA 0.200000000000017 0 0.200000000000017 FALSE 57 "mip"
33 NA 0.219999999999999 0 0.219999999999999 FALSE 57 "mip"
34 NA 0.22999999999999 0 0.22999999999999 FALSE 57 "mip"
35 NA 0.230000000000018 0 0.240000000000009 FALSE 57 "mip"
36 NA 0.25 0 0.239999999999981 FALSE 57 "mip"
37 NA 0.239999999999981 0 0.240000000000009 FALSE 57 "mip"
38 NA 0.230000000000018 0 0.230000000000018 FALSE 57 "mip"
39 NA 0.299999999999983 0 0.299999999999983 FALSE 57 "mip"
40 NA 0.280000000000001 0 0.280000000000001 FALSE 57 "mip"
41 NA 0.280000000000001 0.0100000000000002 0.300000000000011 FALSE 57 "mip"
42 NA 0.280000000000001 0 0.280000000000001 FALSE 57 "mip"
43 NA 0.330000000000013 0 0.319999999999993 FALSE 57 "mip"
44 NA 0.329999999999984 0 0.329999999999984 FALSE 57 "mip"
45 NA 0.360000000000014 0 0.360000000000014 FALSE 57 "mip"
46 NA 0.349999999999994 0 0.359999999999985 FALSE 57 "mip"
47 NA 0.389999999999986 0 0.390000000000015 FALSE 57 "mip"
48 NA 0.409999999999997 0 0.399999999999977 FALSE 57 "mip"
49 NA 0.490000000000009 0.0199999999999996 0.52000000000001 FALSE 57 "mip"
50 NA 0.469999999999999 0 0.460000000000008 FALSE 57 "mip"
51 NA 0.609999999999985 0 0.609999999999985 FALSE 57 "mip"
52 NA 0.530000000000001 0 0.530000000000001 FALSE 57 "mip"
53 NA 0.580000000000013 0 0.580000000000013 FALSE 57 "mip"
54 NA 0.609999999999985 0 0.609999999999985 FALSE 57 "mip"
55 NA 0.680000000000007 0 0.680000000000007 FALSE 57 "mip"
56 NA 0.599999999999994 0 0.599999999999994 FALSE 57 "mip"
56 NA 0.579999999999984 0.0100000000000002 0.599999999999994 FALSE 57 "mip"
1 NA 0.0300000000000011 0 0.0300000000000011 FALSE 58 "mip"
2 NA 0.0500000000000114 0 0.0499999999999829 FALSE 58 "mip"
3 NA 0.0300000000000011 0 0.0300000000000011 FALSE 58 "mip"
4 NA 0.0600000000000023 0 0.0600000000000023 FALSE 58 "mip"
5 NA 0.0699999999999932 0 0.0600000000000023 FALSE 58 "mip"
6 NA 0.0600000000000023 0 0.0699999999999932 FALSE 58 "mip"
7 NA 0.0799999999999841 0 0.0700000000000216 FALSE 58 "mip"
8 NA 0.0600000000000023 0.02 0.0799999999999841 FALSE 58 "mip"
9 NA 0.0600000000000023 0 0.0600000000000023 FALSE 58 "mip"
10 NA 0.0600000000000023 0 0.0699999999999932 FALSE 58 "mip"
11 NA 0.0800000000000125 0 0.0699999999999932 FALSE 58 "mip"
12 NA 0.109999999999985 0 0.110000000000014 FALSE 58 "mip"
13 NA 0.0600000000000023 0 0.0699999999999932 FALSE 58 "mip"
14 NA 0.140000000000015 0 0.140000000000015 FALSE 58 "mip"
15 NA 0.0699999999999932 0 0.0600000000000023 FALSE 58 "mip"
16 NA 0.129999999999995 0 0.129999999999995 FALSE 58 "mip"
17 NA 0.0900000000000034 0 0.0900000000000034 FALSE 58 "mip"
18 NA 0.0900000000000034 0 0.0999999999999943 FALSE 58 "mip"
19 NA 0.110000000000014 0 0.110000000000014 FALSE 58 "mip"
20 NA 0.109999999999985 0 0.109999999999985 FALSE 58 "mip"
21 NA 0.129999999999995 0 0.120000000000005 FALSE 58 "mip"
22 NA 0.140000000000015 0 0.140000000000015 FALSE 58 "mip"
23 NA 0.129999999999995 0 0.120000000000005 FALSE 58 "mip"
24 NA 0.140000000000015 0 0.140000000000015 FALSE 58 "mip"
25 NA 0.120000000000005 0 0.129999999999995 FALSE 58 "mip"
26 NA 0.120000000000005 0 0.129999999999995 FALSE 58 "mip"
27 NA 0.129999999999995 0.00999999999999979 0.140000000000015 FALSE 58 "mip"
28 NA 0.170000000000016 0 0.169999999999987 FALSE 58 "mip"
29 NA 0.169999999999987 0 0.170000000000016 FALSE 58 "mip"
30 NA 0.189999999999998 0 0.189999999999998 FALSE 58 "mip"
31 NA 0.200000000000017 0 0.199999999999989 FALSE 58 "mip"
32 NA 0.219999999999999 0 0.219999999999999 FALSE 58 "mip"
33 NA 0.199999999999989 0 0.199999999999989 FALSE 58 "mip"
34 NA 0.219999999999999 0.02 0.22999999999999 FALSE 58 "mip"
35 NA 0.219999999999999 0 0.219999999999999 FALSE 58 "mip"
36 NA 0.289999999999992 0 0.300000000000011 FALSE 58 "mip"
37 NA 0.25 0 0.25 FALSE 58 "mip"
38 NA 0.259999999999991 0 0.27000000000001 FALSE 58 "mip"
39 NA 0.259999999999991 0 0.27000000000001 FALSE 58 "mip"
40 NA 0.280000000000001 0 0.280000000000001 FALSE 58 "mip"
41 NA 0.319999999999993 0 0.310000000000002 FALSE 58 "mip"
42 NA 0.289999999999992 0 0.299999999999983 FALSE 58 "mip"
43 NA 0.350000000000023 0 0.340000000000003 FALSE 58 "mip"
44 NA 0.339999999999975 0 0.340000000000003 FALSE 58 "mip"
45 NA 0.400000000000006 0 0.409999999999997 FALSE 58 "mip"
46 NA 0.360000000000014 0 0.360000000000014 FALSE 58 "mip"
47 NA 0.409999999999997 0 0.400000000000006 FALSE 58 "mip"
48 NA 0.469999999999999 0 0.469999999999999 FALSE 58 "mip"
49 NA 0.419999999999987 0 0.419999999999987 FALSE 58 "mip"
50 NA 0.469999999999999 0.0100000000000002 0.47999999999999 FALSE 58 "mip"
51 NA 0.489999999999981 0 0.480000000000018 FALSE 58 "mip"
52 NA 0.5 0 0.5 FALSE 58 "mip"
53 NA 0.579999999999984 0 0.580000000000013 FALSE 58 "mip"
54 NA 0.590000000000003 0 0.590000000000003 FALSE 58 "mip"
55 NA 0.590000000000003 0 0.589999999999975 FALSE 58 "mip"
56 NA 0.629999999999995 0 0.630000000000024 FALSE 58 "mip"
57 NA 0.610000000000014 0 0.599999999999994 FALSE 58 "mip"
57 NA 0.629999999999995 0 0.639999999999986 FALSE 58 "mip"
1 NA 0.0700000000000216 0 0.0600000000000023 FALSE 59 "mip"
2 NA 0.00999999999999091 0.02 0.039999999999992 FALSE 59 "mip"
3 NA 0.0300000000000011 0 0.0300000000000011 FALSE 59 "mip"
4 NA 0.039999999999992 0.02 0.0600000000000023 FALSE 59 "mip"
5 NA 0.0699999999999932 0 0.0700000000000216 FALSE 59 "mip"
6 NA 0.0300000000000011 0 0.0299999999999727 FALSE 59 "mip"
7 NA 0.0300000000000011 0.00999999999999979 0.0499999999999829 FALSE 59 "mip"
8 NA 0.0800000000000125 0 0.0699999999999932 FALSE 59 "mip"
9 NA 0.0600000000000023 0 0.0700000000000216 FALSE 59 "mip"
10 NA 0.089999999999975 0 0.089999999999975 FALSE 59 "mip"
11 NA 0.0700000000000216 0 0.0600000000000023 FALSE 59 "mip"
12 NA 0.119999999999976 0 0.129999999999995 FALSE 59 "mip"
13 NA 0.110000000000014 0 0.110000000000014 FALSE 59 "mip"
14 NA 0.0600000000000023 0 0.0600000000000023 FALSE 59 "mip"
15 NA 0.0799999999999841 0 0.0799999999999841 FALSE 59 "mip"
16 NA 0.110000000000014 0 0.109999999999985 FALSE 59 "mip"
17 NA 0.0799999999999841 0 0.0800000000000125 FALSE 59 "mip"
18 NA 0.0900000000000034 0 0.0900000000000034 FALSE 59 "mip"
19 NA 0.140000000000015 0 0.150000000000006 FALSE 59 "mip"
20 NA 0.109999999999985 0 0.0999999999999943 FALSE 59 "mip"
21 NA 0.120000000000005 0 0.129999999999995 FALSE 59 "mip"
22 NA 0.129999999999995 0 0.120000000000005 FALSE 59 "mip"
23 NA 0.140000000000015 0.02 0.159999999999997 FALSE 59 "mip"
24 NA 0.139999999999986 0 0.139999999999986 FALSE 59 "mip"
25 NA 0.129999999999995 0.0100000000000002 0.139999999999986 FALSE 59 "mip"
26 NA 0.190000000000026 0 0.180000000000007 FALSE 59 "mip"
27 NA 0.139999999999986 0 0.140000000000015 FALSE 59 "mip"
28 NA 0.140000000000015 0 0.139999999999986 FALSE 59 "mip"
29 NA 0.279999999999973 0 0.289999999999992 FALSE 59 "mip"
30 NA 0.200000000000017 0 0.200000000000017 FALSE 59 "mip"
31 NA 0.169999999999987 0.02 0.189999999999998 FALSE 59 "mip"
32 NA 0.240000000000009 0 0.22999999999999 FALSE 59 "mip"
33 NA 0.210000000000008 0 0.219999999999999 FALSE 59 "mip"
34 NA 0.20999999999998 0 0.200000000000017 FALSE 59 "mip"
35 NA 0.219999999999999 0 0.219999999999999 FALSE 59 "mip"
36 NA 0.280000000000001 0 0.280000000000001 FALSE 59 "mip"
37 NA 0.260000000000019 0 0.259999999999991 FALSE 59 "mip"
38 NA 0.269999999999982 0 0.27000000000001 FALSE 59 "mip"
39 NA 0.280000000000001 0 0.280000000000001 FALSE 59 "mip"
40 NA 0.310000000000002 0 0.310000000000002 FALSE 59 "mip"
41 NA 0.310000000000002 0 0.310000000000002 FALSE 59 "mip"
42 NA 0.280000000000001 0.00999999999999979 0.300000000000011 FALSE 59 "mip"
43 NA 0.329999999999984 0 0.319999999999993 FALSE 59 "mip"
44 NA 0.390000000000015 0 0.389999999999986 FALSE 59 "mip"
45 NA 0.340000000000003 0 0.350000000000023 FALSE 59 "mip"
46 NA 0.360000000000014 0 0.359999999999985 FALSE 59 "mip"
47 NA 0.409999999999997 0 0.410000000000025 FALSE 59 "mip"
48 NA 0.419999999999987 0 0.419999999999987 FALSE 59 "mip"
49 NA 0.390000000000015 0 0.390000000000015 FALSE 59 "mip"
50 NA 0.469999999999999 0 0.469999999999999 FALSE 59 "mip"
51 NA 0.449999999999989 0 0.449999999999989 FALSE 59 "mip"
52 NA 0.5 0 0.5 FALSE 59 "mip"
53 NA 0.560000000000002 0 0.570000000000022 FALSE 59 "mip"
54 NA 0.569999999999993 0 0.569999999999993 FALSE 59 "mip"
55 NA 0.599999999999994 0 0.599999999999994 FALSE 59 "mip"
56 NA 0.640000000000015 0 0.639999999999986 FALSE 59 "mip"
57 NA 0.629999999999995 0 0.620000000000005 FALSE 59 "mip"
58 NA 0.640000000000015 0.02 0.659999999999997 FALSE 59 "mip"
58 NA 0.659999999999997 0 0.650000000000006 FALSE 59 "mip"
1 NA 0.0500000000000114 0 0.0499999999999829 FALSE 60 "mip"
2 NA 0.0499999999999829 0 0.0400000000000205 FALSE 60 "mip"
3 NA 0.0500000000000114 0 0.0499999999999829 FALSE 60 "mip"
4 NA 0.039999999999992 0 0.0500000000000114 FALSE 60 "mip"
5 NA 0.0800000000000125 0 0.0699999999999932 FALSE 60 "mip"
6 NA 0.0600000000000023 0 0.0699999999999932 FALSE 60 "mip"
7 NA 0.0600000000000023 0 0.0600000000000023 FALSE 60 "mip"
8 NA 0.0799999999999841 0 0.0800000000000125 FALSE 60 "mip"
9 NA 0.110000000000014 0 0.109999999999985 FALSE 60 "mip"
10 NA 0.0499999999999829 0 0.0400000000000205 FALSE 60 "mip"
11 NA 0.0900000000000034 0 0.0999999999999943 FALSE 60 "mip"
12 NA 0.0800000000000125 0 0.0699999999999932 FALSE 60 "mip"
13 NA 0.0900000000000034 0 0.0999999999999943 FALSE 60 "mip"
14 NA 0.0799999999999841 0 0.0800000000000125 FALSE 60 "mip"
15 NA 0.129999999999995 0 0.120000000000005 FALSE 60 "mip"
16 NA 0.0700000000000216 0 0.0799999999999841 FALSE 60 "mip"
17 NA 0.0999999999999943 0 0.0900000000000034 FALSE 60 "mip"
18 NA 0.109999999999985 0 0.110000000000014 FALSE 60 "mip"
19 NA 0.110000000000014 0 0.109999999999985 FALSE 60 "mip"
20 NA 0.139999999999986 0 0.140000000000015 FALSE 60 "mip"
21 NA 0.120000000000005 0 0.129999999999995 FALSE 60 "mip"
22 NA 0.120000000000005 0 0.129999999999995 FALSE 60 "mip"
23 NA 0.139999999999986 0 0.140000000000015 FALSE 60 "mip"
24 NA 0.140000000000015 0 0.139999999999986 FALSE 60 "mip"
25 NA 0.159999999999997 0 0.150000000000006 FALSE 60 "mip"
26 NA 0.189999999999998 0 0.189999999999998 FALSE 60 "mip"
27 NA 0.150000000000006 0 0.159999999999997 FALSE 60 "mip"
28 NA 0.159999999999997 0 0.150000000000006 FALSE 60 "mip"
29 NA 0.150000000000006 0 0.159999999999997 FALSE 60 "mip"
30 NA 0.179999999999978 0 0.170000000000016 FALSE 60 "mip"
31 NA 0.199999999999989 0 0.200000000000017 FALSE 60 "mip"
32 NA 0.210000000000008 0 0.199999999999989 FALSE 60 "mip"
33 NA 0.219999999999999 0 0.219999999999999 FALSE 60 "mip"
34 NA 0.22999999999999 0 0.22999999999999 FALSE 60 "mip"
35 NA 0.22999999999999 0.02 0.25 FALSE 60 "mip"
36 NA 0.259999999999991 0 0.259999999999991 FALSE 60 "mip"
37 NA 0.25 0.0100000000000002 0.27000000000001 FALSE 60 "mip"
38 NA 0.280000000000001 0 0.29000000000002 FALSE 60 "mip"
39 NA 0.300000000000011 0 0.289999999999992 FALSE 60 "mip"
40 NA 0.310000000000002 0 0.310000000000002 FALSE 60 "mip"
41 NA 0.259999999999991 0 0.269999999999982 FALSE 60 "mip"
42 NA 0.349999999999994 0 0.340000000000003 FALSE 60 "mip"
43 NA 0.319999999999993 0 0.330000000000013 FALSE 60 "mip"
44 NA 0.359999999999985 0 0.350000000000023 FALSE 60 "mip"
45 NA 0.299999999999983 0.0199999999999996 0.310000000000002 FALSE 60 "mip"
46 NA 0.380000000000024 0 0.379999999999995 FALSE 60 "mip"
47 NA 0.369999999999976 0 0.370000000000005 FALSE 60 "mip"
48 NA 0.390000000000015 0.0100000000000002 0.409999999999997 FALSE 60 "mip"
49 NA 0.409999999999997 0 0.400000000000006 FALSE 60 "mip"
50 NA 0.419999999999987 0 0.420000000000016 FALSE 60 "mip"
51 NA 0.419999999999987 0 0.420000000000016 FALSE 60 "mip"
52 NA 0.490000000000009 0 0.47999999999999 FALSE 60 "mip"
53 NA 0.560000000000002 0 0.560000000000002 FALSE 60 "mip"
54 NA 0.530000000000001 0 0.530000000000001 FALSE 60 "mip"
55 NA 0.610000000000014 0 0.609999999999985 FALSE 60 "mip"
56 NA 0.629999999999995 0 0.620000000000005 FALSE 60 "mip"
57 NA 0.669999999999987 0 0.669999999999987 FALSE 60 "mip"
58 NA 0.670000000000016 0 0.680000000000007 FALSE 60 "mip"
59 NA 0.719999999999999 0 0.710000000000008 FALSE 60 "mip"
59 NA 0.699999999999989 0 0.699999999999989 FALSE 60 "mip"
1 NA 0.0300000000000011 0.02 0.0500000000000114 FALSE 61 "mip"
2 NA 0.0500000000000114 0 0.039999999999992 FALSE 61 "mip"
3 NA 0.0299999999999727 0.00999999999999979 0.0500000000000114 FALSE 61 "mip"
4 NA 0.0600000000000023 0 0.0600000000000023 FALSE 61 "mip"
5 NA 0.0500000000000114 0 0.0499999999999829 FALSE 61 "mip"
6 NA 0.110000000000014 0 0.110000000000014 FALSE 61 "mip"
7 NA 0.0499999999999829 0 0.039999999999992 FALSE 61 "mip"
8 NA 0.0699999999999932 0 0.0800000000000125 FALSE 61 "mip"
9 NA 0.0700000000000216 0 0.0600000000000023 FALSE 61 "mip"
10 NA 0.0699999999999932 0 0.0799999999999841 FALSE 61 "mip"
11 NA 0.0699999999999932 0.02 0.0800000000000125 FALSE 61 "mip"
12 NA 0.0800000000000125 0 0.0799999999999841 FALSE 61 "mip"
13 NA 0.0699999999999932 0 0.0800000000000125 FALSE 61 "mip"
14 NA 0.139999999999986 0 0.139999999999986 FALSE 61 "mip"
15 NA 0.0800000000000125 0 0.0800000000000125 FALSE 61 "mip"
16 NA 0.159999999999997 0 0.150000000000006 FALSE 61 "mip"
17 NA 0.100000000000023 0 0.0900000000000034 FALSE 61 "mip"
18 NA 0.089999999999975 0 0.0900000000000034 FALSE 61 "mip"
19 NA 0.110000000000014 0 0.110000000000014 FALSE 61 "mip"
20 NA 0.120000000000005 0.0100000000000002 0.139999999999986 FALSE 61 "mip"
21 NA 0.139999999999986 0 0.140000000000015 FALSE 61 "mip"
22 NA 0.129999999999995 0 0.129999999999995 FALSE 61 "mip"
23 NA 0.120000000000005 0 0.120000000000005 FALSE 61 "mip"
24 NA 0.180000000000007 0 0.179999999999978 FALSE 61 "mip"
25 NA 0.169999999999987 0 0.170000000000016 FALSE 61 "mip"
26 NA 0.189999999999998 0 0.189999999999998 FALSE 61 "mip"
27 NA 0.139999999999986 0 0.140000000000015 FALSE 61 "mip"
28 NA 0.200000000000017 0 0.199999999999989 FALSE 61 "mip"
29 NA 0.180000000000007 0 0.170000000000016 FALSE 61 "mip"
30 NA 0.279999999999973 0 0.289999999999992 FALSE 61 "mip"
31 NA 0.200000000000017 0 0.199999999999989 FALSE 61 "mip"
32 NA 0.22999999999999 0 0.230000000000018 FALSE 61 "mip"
33 NA 0.240000000000009 0 0.239999999999981 FALSE 61 "mip"
34 NA 0.240000000000009 0 0.239999999999981 FALSE 61 "mip"
35 NA 0.25 0 0.25 FALSE 61 "mip"
36 NA 0.259999999999991 0 0.260000000000019 FALSE 61 "mip"
37 NA 0.280000000000001 0 0.280000000000001 FALSE 61 "mip"
38 NA 0.27000000000001 0 0.269999999999982 FALSE 61 "mip"
39 NA 0.319999999999993 0 0.319999999999993 FALSE 61 "mip"
40 NA 0.319999999999993 0 0.320000000000022 FALSE 61 "mip"
41 NA 0.329999999999984 0 0.330000000000013 FALSE 61 "mip"
42 NA 0.360000000000014 0 0.359999999999985 FALSE 61 "mip"
43 NA 0.329999999999984 0 0.330000000000013 FALSE 61 "mip"
44 NA 0.359999999999985 0 0.360000000000014 FALSE 61 "mip"
45 NA 0.379999999999995 0 0.369999999999976 FALSE 61 "mip"
46 NA 0.390000000000015 0 0.390000000000015 FALSE 61 "mip"
47 NA 0.390000000000015 0 0.390000000000015 FALSE 61 "mip"
48 NA 0.409999999999997 0 0.419999999999987 FALSE 61 "mip"
49 NA 0.449999999999989 0 0.450000000000017 FALSE 61 "mip"
50 NA 0.400000000000006 0 0.409999999999997 FALSE 61 "mip"
51 NA 0.52000000000001 0 0.509999999999991 FALSE 61 "mip"
52 NA 0.529999999999973 0 0.530000000000001 FALSE 61 "mip"
53 NA 0.620000000000005 0 0.629999999999995 FALSE 61 "mip"
54 NA 0.570000000000022 0 0.560000000000002 FALSE 61 "mip"
55 NA 0.569999999999993 0 0.580000000000013 FALSE 61 "mip"
56 NA 0.599999999999994 0 0.590000000000003 FALSE 61 "mip"
57 NA 0.700000000000017 0 0.700000000000017 FALSE 61 "mip"
58 NA 0.680000000000007 0 0.689999999999998 FALSE 61 "mip"
59 NA 0.740000000000009 0 0.730000000000018 FALSE 61 "mip"
60 NA 0.650000000000006 0 0.669999999999987 FALSE 61 "mip"
60 NA 0.859999999999985 0 0.859999999999985 FALSE 61 "mip"
1 NA 0.0500000000000114 0.02 0.0600000000000023 FALSE 62 "mip"
2 NA 0.0300000000000011 0 0.0300000000000011 FALSE 62 "mip"
3 NA 0.0499999999999829 0 0.0499999999999829 FALSE 62 "mip"
4 NA 0.0800000000000125 0 0.0699999999999932 FALSE 62 "mip"
5 NA 0.0600000000000023 0 0.0700000000000216 FALSE 62 "mip"
6 NA 0.0600000000000023 0 0.0600000000000023 FALSE 62 "mip"
7 NA 0.109999999999985 0 0.109999999999985 FALSE 62 "mip"
8 NA 0.0800000000000125 0 0.0800000000000125 FALSE 62 "mip"
9 NA 0.0799999999999841 0 0.0699999999999932 FALSE 62 "mip"
10 NA 0.0600000000000023 0 0.0699999999999932 FALSE 62 "mip"
11 NA 0.0800000000000125 0 0.0699999999999932 FALSE 62 "mip"
12 NA 0.0699999999999932 0 0.0600000000000023 FALSE 62 "mip"
13 NA 0.0699999999999932 0 0.0799999999999841 FALSE 62 "mip"
14 NA 0.100000000000023 0 0.0900000000000034 FALSE 62 "mip"
15 NA 0.0999999999999943 0.02 0.110000000000014 FALSE 62 "mip"
16 NA 0.0699999999999932 0 0.0799999999999841 FALSE 62 "mip"
17 NA 0.110000000000014 0 0.110000000000014 FALSE 62 "mip"
18 NA 0.129999999999995 0 0.119999999999976 FALSE 62 "mip"
19 NA 0.140000000000015 0 0.140000000000015 FALSE 62 "mip"
20 NA 0.139999999999986 0 0.139999999999986 FALSE 62 "mip"
21 NA 0.120000000000005 0.00999999999999979 0.140000000000015 FALSE 62 "mip"
22 NA 0.159999999999997 0 0.159999999999997 FALSE 62 "mip"
23 NA 0.169999999999987 0 0.169999999999987 FALSE 62 "mip"
24 NA 0.130000000000024 0 0.120000000000005 FALSE 62 "mip"
25 NA 0.149999999999977 0 0.159999999999997 FALSE 62 "mip"
26 NA 0.160000000000025 0 0.160000000000025 FALSE 62 "mip"
27 NA 0.169999999999987 0.02 0.179999999999978 FALSE 62 "mip"
28 NA 0.199999999999989 0 0.210000000000008 FALSE 62 "mip"
29 NA 0.169999999999987 0 0.170000000000016 FALSE 62 "mip"
30 NA 0.200000000000017 0 0.20999999999998 FALSE 62 "mip"
31 NA 0.219999999999999 0 0.210000000000008 FALSE 62 "mip"
32 NA 0.280000000000001 0 0.280000000000001 FALSE 62 "mip"
33 NA 0.22999999999999 0 0.22999999999999 FALSE 62 "mip"
34 NA 0.240000000000009 0 0.240000000000009 FALSE 62 "mip"
35 NA 0.259999999999991 0 0.259999999999991 FALSE 62 "mip"
36 NA 0.27000000000001 0 0.269999999999982 FALSE 62 "mip"
37 NA 0.269999999999982 0 0.269999999999982 FALSE 62 "mip"
38 NA 0.29000000000002 0 0.300000000000011 FALSE 62 "mip"
39 NA 0.25 0 0.25 FALSE 62 "mip"
40 NA 0.280000000000001 0 0.279999999999973 FALSE 62 "mip"
41 NA 0.319999999999993 0 0.310000000000002 FALSE 62 "mip"
42 NA 0.310000000000002 0 0.310000000000002 FALSE 62 "mip"
43 NA 0.360000000000014 0 0.360000000000014 FALSE 62 "mip"
44 NA 0.349999999999994 0 0.340000000000032 FALSE 62 "mip"
45 NA 0.400000000000006 0 0.399999999999977 FALSE 62 "mip"
46 NA 0.370000000000033 0 0.370000000000005 FALSE 62 "mip"
47 NA 0.379999999999995 0 0.379999999999995 FALSE 62 "mip"
48 NA 0.449999999999989 0.0100000000000002 0.470000000000027 FALSE 62 "mip"
49 NA 0.46999999999997 0 0.45999999999998 FALSE 62 "mip"
50 NA 0.5 0 0.5 FALSE 62 "mip"
51 NA 0.430000000000007 0 0.439999999999998 FALSE 62 "mip"
52 NA 0.479999999999961 0 0.479999999999961 FALSE 62 "mip"
53 NA 0.53000000000003 0 0.53000000000003 FALSE 62 "mip"
54 NA 0.550000000000011 0 0.550000000000011 FALSE 62 "mip"
55 NA 0.560000000000002 0 0.559999999999945 FALSE 62 "mip"
56 NA 0.619999999999948 0 0.620000000000005 FALSE 62 "mip"
57 NA 0.670000000000016 0 0.670000000000016 FALSE 62 "mip"
58 NA 0.689999999999998 0 0.689999999999998 FALSE 62 "mip"
59 NA 0.720000000000027 0 0.720000000000027 FALSE 62 "mip"
60 NA 0.680000000000007 0 0.680000000000007 FALSE 62 "mip"
61 NA 0.75 0 0.75 FALSE 62 "mip"
