weight	degeneracy	user	system	elapsed	maxDurationExceeded	nvars	method
8 NA 0.0100000000000002 0 0.0100000000000002 FALSE 19 "mip"
9 NA 0.02 0.02 0.04 FALSE 19 "mip"
10 NA 0.00999999999999979 0 0.00999999999999979 FALSE 19 "mip"
11 NA 0.0300000000000002 0 0.0300000000000002 FALSE 19 "mip"
12 NA 0.00999999999999979 0 0.00999999999999979 FALSE 19 "mip"
13 NA 0.04 0 0.0300000000000002 FALSE 19 "mip"
14 NA 0.0300000000000002 0 0.0399999999999996 FALSE 19 "mip"
15 NA 0.04 0 0.04 FALSE 19 "mip"
16 NA 0.0399999999999996 0 0.0300000000000002 FALSE 19 "mip"
17 NA 0.0100000000000002 0.00999999999999995 0.0299999999999998 FALSE 19 "mip"
18 NA 0.0299999999999998 0 0.04 FALSE 19 "mip"
18 NA 0.0300000000000002 0 0.0300000000000002 FALSE 19 "mip"
1 NA 0 0.02 0.0100000000000002 FALSE 20 "mip"
2 NA 0.02 0 0.02 FALSE 20 "mip"
3 NA 0 0.01 0.0199999999999996 FALSE 20 "mip"
4 NA 0 0.02 0.00999999999999979 FALSE 20 "mip"
5 NA 0.02 0 0.0200000000000005 FALSE 20 "mip"
6 NA 0.0100000000000002 0 0.00999999999999979 FALSE 20 "mip"
7 NA 0.02 0 0.0200000000000005 FALSE 20 "mip"
8 NA 0.02 0 0.0199999999999996 FALSE 20 "mip"
9 NA 0.0100000000000002 0 0.0100000000000007 FALSE 20 "mip"
10 NA 0.0299999999999998 0 0.04 FALSE 20 "mip"
11 NA 0.04 0 0.0299999999999994 FALSE 20 "mip"
12 NA 0.02 0 0.0199999999999996 FALSE 20 "mip"
13 NA 0.0299999999999998 0 0.0300000000000002 FALSE 20 "mip"
14 NA 0.02 0.00999999999999995 0.04 FALSE 20 "mip"
15 NA 0.0300000000000002 0 0.0300000000000002 FALSE 20 "mip"
16 NA 0.0299999999999998 0 0.0300000000000002 FALSE 20 "mip"
17 NA 0.04 0 0.0499999999999998 FALSE 20 "mip"
18 NA 0.04 0 0.0300000000000002 FALSE 20 "mip"
19 NA 0.04 0 0.0499999999999998 FALSE 20 "mip"
19 NA 0.0499999999999998 0 0.0499999999999998 FALSE 20 "mip"
1 NA 0.0200000000000005 0 0.0200000000000005 FALSE 21 "mip"
2 NA 0 0.02 0.00999999999999979 FALSE 21 "mip"
3 NA 0.0199999999999996 0 0.0199999999999996 FALSE 21 "mip"
4 NA 0 0.02 0.0100000000000007 FALSE 21 "mip"
5 NA 0 0.01 0.0199999999999996 FALSE 21 "mip"
6 NA 0.0100000000000007 0 0.00999999999999979 FALSE 21 "mip"
7 NA 0.0199999999999996 0 0.0200000000000005 FALSE 21 "mip"
8 NA 0.0300000000000002 0 0.0300000000000002 FALSE 21 "mip"
9 NA 0.00999999999999979 0 0.0199999999999996 FALSE 21 "mip"
10 NA 0.04 0 0.0300000000000002 FALSE 21 "mip"
11 NA 0.00999999999999979 0 0.00999999999999979 FALSE 21 "mip"
12 NA 0.0299999999999994 0 0.0300000000000002 FALSE 21 "mip"
13 NA 0.0300000000000002 0 0.0300000000000002 FALSE 21 "mip"
14 NA 0.0499999999999998 0 0.0499999999999998 FALSE 21 "mip"
15 NA 0.0300000000000002 0.02 0.0499999999999998 FALSE 21 "mip"
16 NA 0.0300000000000002 0 0.0300000000000002 FALSE 21 "mip"
17 NA 0.04 0 0.04 FALSE 21 "mip"
18 NA 0.0499999999999998 0 0.0499999999999998 FALSE 21 "mip"
19 NA 0.0300000000000002 0 0.0300000000000002 FALSE 21 "mip"
20 NA 0.0499999999999998 0 0.0499999999999998 FALSE 21 "mip"
20 NA 0.0499999999999998 0 0.0499999999999998 FALSE 21 "mip"
1 NA 0 0.01 0.00999999999999979 FALSE 22 "mip"
2 NA 0.00999999999999979 0 0.0200000000000005 FALSE 22 "mip"
3 NA 0.0199999999999996 0 0.00999999999999979 FALSE 22 "mip"
4 NA 0.0100000000000007 0 0.0199999999999996 FALSE 22 "mip"
5 NA 0.04 0 0.0300000000000002 FALSE 22 "mip"
6 NA 0.00999999999999979 0 0.0200000000000005 FALSE 22 "mip"
7 NA 0.0199999999999996 0 0.00999999999999979 FALSE 22 "mip"
8 NA 0.0300000000000002 0 0.0300000000000002 FALSE 22 "mip"
9 NA 0 0.02 0.0199999999999996 FALSE 22 "mip"
10 NA 0.0200000000000005 0 0.0200000000000005 FALSE 22 "mip"
11 NA 0.0200000000000005 0 0.0200000000000005 FALSE 22 "mip"
12 NA 0.0299999999999994 0 0.0299999999999994 FALSE 22 "mip"
13 NA 0.0299999999999994 0 0.0299999999999994 FALSE 22 "mip"
14 NA 0.0300000000000002 0.01 0.0500000000000007 FALSE 22 "mip"
15 NA 0.0499999999999998 0 0.04 FALSE 22 "mip"
16 NA 0.04 0 0.0499999999999998 FALSE 22 "mip"
17 NA 0.0500000000000007 0 0.0499999999999998 FALSE 22 "mip"
18 NA 0.0499999999999998 0 0.04 FALSE 22 "mip"
19 NA 0.04 0 0.0499999999999998 FALSE 22 "mip"
20 NA 0.0499999999999998 0 0.0499999999999998 FALSE 22 "mip"
21 NA 0.0499999999999998 0 0.04 FALSE 22 "mip"
21 NA 0.04 0 0.0500000000000007 FALSE 22 "mip"
1 NA 0.0199999999999996 0 0.00999999999999979 FALSE 23 "mip"
2 NA 0.00999999999999979 0 0.0200000000000005 FALSE 23 "mip"
3 NA 0.0200000000000005 0 0.00999999999999979 FALSE 23 "mip"
4 NA 0.00999999999999979 0 0.0199999999999996 FALSE 23 "mip"
5 NA 0.0300000000000002 0 0.0300000000000002 FALSE 23 "mip"
6 NA 0.0199999999999996 0 0.00999999999999979 FALSE 23 "mip"
7 NA 0.00999999999999979 0 0.0200000000000005 FALSE 23 "mip"
8 NA 0.0200000000000005 0 0.0199999999999996 FALSE 23 "mip"
9 NA 0.0300000000000002 0 0.0300000000000002 FALSE 23 "mip"
10 NA 0.0199999999999996 0 0.00999999999999979 FALSE 23 "mip"
11 NA 0.0200000000000005 0 0.00999999999999979 FALSE 23 "mip"
12 NA 0.0300000000000002 0 0.0300000000000002 FALSE 23 "mip"
13 NA 0.0499999999999998 0 0.0499999999999998 FALSE 23 "mip"
14 NA 0.04 0 0.0499999999999998 FALSE 23 "mip"
15 NA 0.0499999999999998 0 0.0499999999999998 FALSE 23 "mip"
16 NA 0.0599999999999996 0 0.0600000000000005 FALSE 23 "mip"
17 NA 0.0300000000000002 0 0.0300000000000002 FALSE 23 "mip"
18 NA 0.0700000000000003 0 0.0599999999999996 FALSE 23 "mip"
19 NA 0.04 0 0.0499999999999998 FALSE 23 "mip"
20 NA 0.0599999999999996 0 0.0600000000000005 FALSE 23 "mip"
21 NA 0.0499999999999998 0 0.0499999999999998 FALSE 23 "mip"
22 NA 0.0500000000000007 0 0.04 FALSE 23 "mip"
22 NA 0.04 0 0.0300000000000002 FALSE 23 "mip"
1 NA 0.0100000000000007 0 0.0199999999999996 FALSE 24 "mip"
2 NA 0.0199999999999996 0 0.00999999999999979 FALSE 24 "mip"
3 NA 0.00999999999999979 0 0.0200000000000005 FALSE 24 "mip"
4 NA 0.0200000000000005 0 0.00999999999999979 FALSE 24 "mip"
5 NA 0.0300000000000002 0 0.04 FALSE 24 "mip"
6 NA 0.0199999999999996 0 0.00999999999999979 FALSE 24 "mip"
7 NA 0.00999999999999979 0 0.0200000000000005 FALSE 24 "mip"
8 NA 0.00999999999999979 0 0.0200000000000005 FALSE 24 "mip"
9 NA 0.0300000000000002 0 0.0299999999999994 FALSE 24 "mip"
10 NA 0.0100000000000007 0 0.0199999999999996 FALSE 24 "mip"
11 NA 0.0499999999999998 0 0.0499999999999998 FALSE 24 "mip"
12 NA 0.0299999999999994 0 0.0300000000000002 FALSE 24 "mip"
13 NA 0.0300000000000002 0 0.0300000000000002 FALSE 24 "mip"
14 NA 0.0499999999999998 0 0.0499999999999998 FALSE 24 "mip"
15 NA 0.0300000000000002 0 0.0300000000000002 FALSE 24 "mip"
16 NA 0.0600000000000005 0 0.0599999999999996 FALSE 24 "mip"
17 NA 0.0499999999999998 0 0.0499999999999998 FALSE 24 "mip"
18 NA 0.0599999999999996 0 0.0600000000000005 FALSE 24 "mip"
19 NA 0.0499999999999998 0 0.0499999999999998 FALSE 24 "mip"
20 NA 0.0500000000000007 0 0.04 FALSE 24 "mip"
21 NA 0.0799999999999992 0 0.0800000000000001 FALSE 24 "mip"
22 NA 0.04 0 0.0499999999999998 FALSE 24 "mip"
23 NA 0.0600000000000005 0 0.0599999999999996 FALSE 24 "mip"
23 NA 0.0700000000000003 0 0.0600000000000005 FALSE 24 "mip"
1 NA 0.0100000000000007 0 0.0199999999999996 FALSE 25 "mip"
2 NA 0.0199999999999996 0 0.00999999999999979 FALSE 25 "mip"
3 NA 0.00999999999999979 0 0.0200000000000005 FALSE 25 "mip"
4 NA 0.0200000000000005 0 0.0199999999999996 FALSE 25 "mip"
5 NA 0.0199999999999996 0 0.00999999999999979 FALSE 25 "mip"
6 NA 0.0300000000000002 0 0.0300000000000002 FALSE 25 "mip"
7 NA 0.00999999999999979 0 0.0200000000000005 FALSE 25 "mip"
8 NA 0.00999999999999979 0 0.0199999999999996 FALSE 25 "mip"
9 NA 0.0199999999999996 0 0.0200000000000005 FALSE 25 "mip"
10 NA 0.0300000000000002 0 0.0300000000000002 FALSE 25 "mip"
11 NA 0.0299999999999994 0 0.0300000000000002 FALSE 25 "mip"
12 NA 0.0300000000000002 0 0.0299999999999994 FALSE 25 "mip"
13 NA 0.00999999999999979 0.02 0.0400000000000009 FALSE 25 "mip"
14 NA 0.04 0 0.0299999999999994 FALSE 25 "mip"
15 NA 0.04 0 0.0399999999999991 FALSE 25 "mip"
16 NA 0.04 0 0.0499999999999989 FALSE 25 "mip"
17 NA 0.0499999999999998 0.01 0.0600000000000005 FALSE 25 "mip"
18 NA 0.0599999999999996 0 0.0600000000000005 FALSE 25 "mip"
19 NA 0.0499999999999998 0 0.0499999999999989 FALSE 25 "mip"
20 NA 0.0800000000000001 0 0.0800000000000001 FALSE 25 "mip"
21 NA 0.0600000000000005 0 0.0600000000000005 FALSE 25 "mip"
22 NA 0.0499999999999998 0 0.0399999999999991 FALSE 25 "mip"
23 NA 0.0500000000000007 0 0.0499999999999989 FALSE 25 "mip"
24 NA 0.0800000000000001 0 0.0800000000000001 FALSE 25 "mip"
24 NA 0.0599999999999987 0 0.0600000000000005 FALSE 25 "mip"
1 NA 0.0199999999999996 0 0.00999999999999979 FALSE 26 "mip"
2 NA 0.00999999999999979 0 0.0200000000000014 FALSE 26 "mip"
3 NA 0 0 0 FALSE 26 "mip"
4 NA 0.0200000000000014 0 0.0199999999999996 FALSE 26 "mip"
5 NA 0.0199999999999996 0 0.00999999999999979 FALSE 26 "mip"
6 NA 0.00999999999999979 0 0.0200000000000014 FALSE 26 "mip"
7 NA 0.0299999999999994 0 0.0299999999999994 FALSE 26 "mip"
8 NA 0.0200000000000014 0 0.00999999999999979 FALSE 26 "mip"
9 NA 0.0199999999999996 0 0.0200000000000014 FALSE 26 "mip"
10 NA 0.0299999999999994 0 0.0299999999999994 FALSE 26 "mip"
11 NA 0.0200000000000014 0 0.00999999999999979 FALSE 26 "mip"
12 NA 0.0399999999999991 0 0.0500000000000007 FALSE 26 "mip"
13 NA 0.0299999999999994 0 0.0299999999999994 FALSE 26 "mip"
14 NA 0.0400000000000009 0 0.0299999999999994 FALSE 26 "mip"
15 NA 0.0600000000000005 0 0.0600000000000005 FALSE 26 "mip"
16 NA 0.0399999999999991 0 0.0500000000000007 FALSE 26 "mip"
17 NA 0.0400000000000009 0.02 0.0499999999999989 FALSE 26 "mip"
18 NA 0.0599999999999987 0 0.0700000000000003 FALSE 26 "mip"
19 NA 0.0700000000000003 0 0.0600000000000005 FALSE 26 "mip"
20 NA 0.0700000000000003 0 0.0800000000000001 FALSE 26 "mip"
21 NA 0.0700000000000003 0 0.0600000000000005 FALSE 26 "mip"
22 NA 0.0600000000000005 0 0.0599999999999987 FALSE 26 "mip"
23 NA 0.0700000000000003 0 0.0599999999999987 FALSE 26 "mip"
24 NA 0.0599999999999987 0.02 0.0800000000000001 FALSE 26 "mip"
25 NA 0.0800000000000001 0 0.0800000000000001 FALSE 26 "mip"
25 NA 0.0600000000000005 0 0.0600000000000005 FALSE 26 "mip"
1 NA 0.0200000000000014 0 0.0100000000000016 FALSE 27 "mip"
2 NA 0.00999999999999979 0 0.0199999999999996 FALSE 27 "mip"
3 NA 0.0299999999999994 0 0.0299999999999994 FALSE 27 "mip"
4 NA 0.0199999999999996 0 0.0199999999999996 FALSE 27 "mip"
5 NA 0.0100000000000016 0 0.00999999999999979 FALSE 27 "mip"
6 NA 0.0199999999999996 0 0.00999999999999979 FALSE 27 "mip"
7 NA 0.0299999999999994 0 0.0299999999999994 FALSE 27 "mip"
8 NA 0.00999999999999979 0 0.0199999999999996 FALSE 27 "mip"
9 NA 0.0200000000000014 0.01 0.0300000000000011 FALSE 27 "mip"
10 NA 0.0299999999999994 0 0.0299999999999994 FALSE 27 "mip"
11 NA 0.0400000000000009 0 0.0300000000000011 FALSE 27 "mip"
12 NA 0.0299999999999994 0 0.0299999999999994 FALSE 27 "mip"
13 NA 0.0400000000000009 0 0.0500000000000007 FALSE 27 "mip"
14 NA 0.0399999999999991 0.02 0.0399999999999991 FALSE 27 "mip"
15 NA 0.0399999999999991 0 0.0500000000000007 FALSE 27 "mip"
16 NA 0.0399999999999991 0 0.0400000000000009 FALSE 27 "mip"
17 NA 0.0700000000000003 0 0.0699999999999985 FALSE 27 "mip"
18 NA 0.0500000000000007 0 0.0500000000000007 FALSE 27 "mip"
19 NA 0.0599999999999987 0 0.0600000000000005 FALSE 27 "mip"
20 NA 0.0800000000000001 0 0.0800000000000001 FALSE 27 "mip"
21 NA 0.0600000000000005 0.0099999999999999 0.0800000000000001 FALSE 27 "mip"
22 NA 0.0800000000000001 0 0.0700000000000003 FALSE 27 "mip"
23 NA 0.0800000000000001 0 0.0800000000000001 FALSE 27 "mip"
24 NA 0.0800000000000001 0 0.0799999999999983 FALSE 27 "mip"
25 NA 0.0700000000000003 0 0.0800000000000001 FALSE 27 "mip"
26 NA 0.0499999999999989 0 0.0800000000000001 FALSE 27 "mip"
26 NA 0.0800000000000001 0 0.0799999999999983 FALSE 27 "mip"
1 NA 0.00999999999999979 0 0.00999999999999979 FALSE 28 "mip"
2 NA 0.0199999999999996 0 0.0199999999999996 FALSE 28 "mip"
3 NA 0 0.02 0.0100000000000016 FALSE 28 "mip"
4 NA 0.0100000000000016 0 0.0199999999999996 FALSE 28 "mip"
5 NA 0.0299999999999994 0 0.0299999999999994 FALSE 28 "mip"
6 NA 0.0299999999999994 0 0.0500000000000007 FALSE 28 "mip"
7 NA 0.0400000000000009 0 0.0299999999999994 FALSE 28 "mip"
8 NA 0.0299999999999994 0 0.0299999999999994 FALSE 28 "mip"
9 NA 0.0299999999999994 0 0.0300000000000011 FALSE 28 "mip"
10 NA 0.0300000000000011 0 0.0299999999999994 FALSE 28 "mip"
11 NA 0.0299999999999994 0 0.0300000000000011 FALSE 28 "mip"
12 NA 0.0199999999999996 0.01 0.0299999999999994 FALSE 28 "mip"
13 NA 0.0300000000000011 0 0.0399999999999991 FALSE 28 "mip"
14 NA 0.0399999999999991 0 0.0400000000000009 FALSE 28 "mip"
15 NA 0.0400000000000009 0 0.0299999999999994 FALSE 28 "mip"
16 NA 0.0399999999999991 0 0.0500000000000007 FALSE 28 "mip"
17 NA 0.0600000000000005 0 0.0600000000000005 FALSE 28 "mip"
18 NA 0.0500000000000007 0 0.0499999999999989 FALSE 28 "mip"
19 NA 0.0599999999999987 0 0.0600000000000005 FALSE 28 "mip"
20 NA 0.0700000000000003 0 0.0600000000000005 FALSE 28 "mip"
21 NA 0.0600000000000005 0 0.0800000000000001 FALSE 28 "mip"
22 NA 0.0800000000000001 0 0.0800000000000001 FALSE 28 "mip"
23 NA 0.0599999999999987 0.02 0.0799999999999983 FALSE 28 "mip"
24 NA 0.0900000000000016 0 0.0900000000000016 FALSE 28 "mip"
25 NA 0.0999999999999996 0 0.0999999999999996 FALSE 28 "mip"
26 NA 0.0899999999999999 0 0.0899999999999999 FALSE 28 "mip"
27 NA 0.0800000000000001 0.01 0.0899999999999999 FALSE 28 "mip"
27 NA 0.0899999999999999 0 0.0999999999999996 FALSE 28 "mip"
1 NA 0 0.02 0.0100000000000016 FALSE 29 "mip"
2 NA 0.0199999999999996 0 0.0199999999999996 FALSE 29 "mip"
3 NA 0.0300000000000011 0 0.0299999999999994 FALSE 29 "mip"
4 NA 0.0199999999999996 0 0.0199999999999996 FALSE 29 "mip"
5 NA 0.00999999999999979 0 0.0100000000000016 FALSE 29 "mip"
6 NA 0.0300000000000011 0 0.0299999999999994 FALSE 29 "mip"
7 NA 0.0199999999999996 0 0.0199999999999996 FALSE 29 "mip"
8 NA 0.0299999999999994 0 0.0300000000000011 FALSE 29 "mip"
9 NA 0.0300000000000011 0 0.0299999999999994 FALSE 29 "mip"
10 NA 0.0199999999999996 0 0.0199999999999996 FALSE 29 "mip"
11 NA 0.0199999999999996 0 0.0199999999999996 FALSE 29 "mip"
12 NA 0.0299999999999994 0 0.0300000000000011 FALSE 29 "mip"
13 NA 0.0400000000000009 0 0.0499999999999989 FALSE 29 "mip"
14 NA 0.0399999999999991 0 0.0300000000000011 FALSE 29 "mip"
15 NA 0.0400000000000009 0 0.0399999999999991 FALSE 29 "mip"
16 NA 0.0299999999999994 0 0.0300000000000011 FALSE 29 "mip"
